,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
548,和静,HE JING,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 和静县,85.1324,43.7309,90046061,86.37502724,42.30808336,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县
571,哈密,HA MI,中国铁路乌鲁木齐局,新疆维吾尔自治区 哈密市 伊州区,92.376,44.2759,11440074,93.5106976,42.84785136,新疆维吾尔自治区,哈密市,伊州区
586,和什托洛盖,HE SHI TUO LUO GAI,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 和布克赛尔蒙古自治县,85.0341,47.8706,52930682,86.27819191,46.40804224,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县
588,和硕,HE SHUO,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 和硕县,85.6444,43.7244,33940972,86.87939844,42.30164576,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县
599,和田,HE TIAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 和田市,78.5714,38.5314,34370444,79.91178614,37.15849856,新疆维吾尔自治区,和田地区,和田市
643,精河南,JING HE NAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 博尔塔拉蒙古自治州 精河县,81.6295,46.0502,33850215,82.92432045,44.60511808,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县
711,库车,KU CHE,中国铁路乌鲁木齐局,新疆维吾尔自治区 阿克苏地区 库车市,81.726,43.1083,34060454,83.0193826,41.69146032,新疆维吾尔自治区,阿克苏地区,库车市
713,库尔勒,KU ER LE,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 库尔勒市,84.9532,43.1626,33970427,86.19849732,41.74523904,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
724,克拉玛依,KE LA MA YI,中国铁路乌鲁木齐局,新疆维吾尔自治区 克拉玛依市 克拉玛依区,83.6343,46.9815,52860756,84.89924893,45.5274776,新疆维吾尔自治区,克拉玛依市,克拉玛依区
725,喀什,KA SHI,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 喀什市,74.6545,40.8864,34220027,76.05324795,39.49089056,新疆维吾尔自治区,喀什地区,喀什市
729,奎屯,KUI TUN,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 奎屯市,83.6391,45.8455,33720288,84.90397741,44.4023832,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市
878,米兰,MI LAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 若羌县,87.6798,40.5311,91694409,88.88447098,39.13900144,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县
886,玛纳斯,MA NA SI,中国铁路乌鲁木齐局,新疆维吾尔自治区 昌吉回族自治州 玛纳斯县,84.9537,45.6892,33670748,86.19898987,44.24758368,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县
901,墨玉,MO YU,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 墨玉县,78.3943,38.5947,34360004,79.73732493,37.22119088,新疆维吾尔自治区,和田地区,墨玉县
976,皮山,PI SHAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 皮山县,76.9237,38.94,34330015,78.28863687,37.563176,新疆维吾尔自治区,和田地区,皮山县
1055,若羌,RUO QIANG,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 若羌县,87.0407,40.3929,91711097,88.25489357,39.00212816,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县
1062,莎车,SHA CHE,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 莎车县,75.855,39.7579,34290562,77.2358605,38.37322416,新疆维吾尔自治区,喀什地区,莎车县
1080,石河子,SHI HE ZI,中国铁路乌鲁木齐局,新疆维吾尔自治区 石河子市,84.8187,45.7085,33680242,86.06600137,44.2666984,新疆维吾尔自治区,石河子市,
1093,四棵树,SI KE SHU,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 乌苏市,83.0432,45.8496,33750158,84.31695632,44.40644384,新疆维吾尔自治区,塔城地区,乌苏市
1132,鄯善北,SHAN SHAN BEI,中国铁路乌鲁木齐局,新疆维吾尔自治区 吐鲁番市 鄯善县,89.0145,44.3452,55320435,90.19928395,42.91648608,新疆维吾尔自治区,吐鲁番市,鄯善县
1184,塔城,TA CHENG,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 塔城市,81.6945,48.1631,88432760,82.98835195,46.69773424,新疆维吾尔自治区,塔城地区,塔城市
1192,吐哈,TU HA,中国铁路乌鲁木齐局,新疆维吾尔自治区 吐鲁番市 鄯善县,89.3548,44.4874,55310434,90.53451348,43.05732096,新疆维吾尔自治区,吐鲁番市,鄯善县
1207,吐鲁番北,TU LU FAN BEI,中国铁路乌鲁木齐局,新疆维吾尔自治区 吐鲁番市 高昌区,87.9115,44.4506,55340838,89.11271865,43.02087424,新疆维吾尔自治区,吐鲁番市,高昌区
1208,吐鲁番,TU LU FAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 吐鲁番市 高昌区,87.673,44.5797,11630452,88.8777723,43.14873488,新疆维吾尔自治区,吐鲁番市,高昌区
1219,图木舒克,TU MU SHU KE,中国铁路乌鲁木齐局,新疆维吾尔自治区 图木舒克市,77.6422,41.2918,92386974,78.99643122,39.89239872,新疆维吾尔自治区,图木舒克市,
1282,乌苏,WU SU,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 乌苏市,83.454,45.8507,33740575,84.7216354,44.40753328,新疆维吾尔自治区,塔城地区,乌苏市
1290,乌西,WU XI,中国铁路乌鲁木齐局,新疆维吾尔自治区 乌鲁木齐市 头屯河区,86.1956,45.3048,33630245,87.42238556,43.86687392,新疆维吾尔自治区,乌鲁木齐市,头屯河区
1426,叶城,YE CHENG,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 叶城县,76.1002,39.2723,34310348,77.47740702,37.89228592,新疆维吾尔自治区,喀什地区,叶城县
1448,英吉沙,YING JI SHA,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 英吉沙县,74.7716,40.3577,34250056,76.16860316,38.96726608,新疆维吾尔自治区,喀什地区,英吉沙县
1474,伊宁东,YI NING DONG,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 伊宁县,80.1893,45.392,54430606,81.50557943,43.9532368,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县
1475,伊宁,YI NING,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 伊宁县,79.9615,45.4053,54440491,81.28117365,43.96640912,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县
1487,焉耆,YAN QI,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 焉耆回族自治县,85.3095,43.4946,33950057,86.54948845,42.07405184,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县
1510,依吞布拉克,YI TUN BU LA KE,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 若羌县,88.9669,39.7669,91644345,90.15239319,38.38213776,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县
1538,准东,ZHUN DONG,中国铁路乌鲁木齐局,新疆维吾尔自治区 昌吉回族自治州 吉木萨尔县,87.9139,46.1813,90031944,89.11508289,44.73495952,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔县
1575,泽普,ZE PU,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 泽普县,75.9324,39.5605,34300781,77.31210724,38.1777192,新疆维吾尔自治区,喀什地区,泽普县
1630,阿图什,A TU SHI,中国铁路乌鲁木齐局,新疆维吾尔自治区 克孜勒苏柯尔克孜自治州 阿图什市,74.8304,41.1166,34210266,76.22652704,39.71888064,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市
1633,阿瓦提,A WA TI,中国铁路乌鲁木齐局,新疆维吾尔自治区 阿克苏地区 阿瓦提县,79.0415,42.0835,95031182,80.37488165,40.6764984,新疆维吾尔自治区,阿克苏地区,阿瓦提县
1660,博乐东,BO LE DONG,中国铁路乌鲁木齐局,新疆维吾尔自治区 双河市,81.3553,46.3801,33810378,82.65420603,44.93185104,新疆维吾尔自治区,双河市,
1663,布列开,BU LIE KAI,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 伊宁县,80.4863,45.3367,54420228,81.79815413,43.89846768,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县
1722,策勒,CE LE,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 策勒县,79.5119,38.3428,96599008,80.83827269,36.97170912,新疆维吾尔自治区,和田地区,策勒县
1884,额敏,E MIN,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 额敏县,82.3078,48.026,88422194,83.59251378,46.5619504,新疆维吾尔自治区,塔城地区,额敏县
2036,霍城,HUO CHENG,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 霍城县,79.516,45.4974,54450522,80.8423116,44.05762496,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县
2166,精河,JING HE,中国铁路乌鲁木齐局,新疆维吾尔自治区 博尔塔拉蒙古自治州 精河县,81.7343,46.081,33780268,83.02755893,44.6356224,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县
2195,金山,JIN SHAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 且末县,84.106,39.5749,96765798,85.3639206,38.19198096,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县
2247,库尔木依,KU ER MU YI,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 尉犁县,85.9962,42.2368,91761161,87.22595662,40.82832672,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
2257,昆玉,KUN YU,中国铁路乌鲁木齐局,新疆维吾尔自治区 昆玉市,77.932,38.5933,34350966,79.2819132,37.21980432,新疆维吾尔自治区,昆玉市,
2332,洛浦,LUO PU,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 洛浦县,78.8851,38.4421,96565650,80.22081201,37.07005584,新疆维吾尔自治区,和田地区,洛浦县
2354,轮台,LUN TAI,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 轮台县,82.8474,43.2771,34040778,84.12407374,41.85863984,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县
2404,民丰,MIN FENG,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 民丰县,81.4298,38.3884,96665724,82.72759598,37.01687136,新疆维吾尔自治区,和田地区,民丰县
2410,马兰,MA LAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 和硕县,86.1555,43.6546,33930619,87.38288305,42.23251584,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县
2422,玛纳斯湖,MA NA SI HU,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 和布克赛尔蒙古自治县,84.6315,47.3697,52900197,85.88159065,45.91195088,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县
2469,尼勒克,NI LE KE,中国铁路乌鲁木齐局,新疆维吾尔自治区 伊犁哈萨克自治州 尼勒克县,80.7436,45.4044,54410104,82.05162036,43.96551776,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县
2475,南屯,NAN TUN,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 且末县,82.875,39.1172,96715761,84.1512625,37.73867488,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县
2574,且末,QIE MO,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 且末县,84.2394,39.5667,96782477,85.49533294,38.18385968,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县
2661,双河市,SHUANG HE SHI,中国铁路乌鲁木齐局,新疆维吾尔自治区 博尔塔拉蒙古自治州 博乐市,81.1138,46.3506,88453891,82.41630438,44.90263424,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市
2679,疏勒,SHU LE,中国铁路乌鲁木齐局,新疆维吾尔自治区 喀什地区 疏勒县,74.5982,40.7758,34230827,75.99778682,39.38135232,新疆维吾尔自治区,喀什地区,疏勒县
2707,鄯善,SHAN SHAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 吐鲁番市 鄯善县,89.3067,44.5262,11560490,90.48713017,43.09574848,新疆维吾尔自治区,吐鲁番市,鄯善县
2726,沙湾市,SHA WAN SHI,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 沙湾市,84.358,45.7633,33700503,85.6121658,44.32097232,新疆维吾尔自治区,塔城地区,沙湾市
2781,铁厂沟,TIE CHANG GOU,中国铁路乌鲁木齐局,新疆维吾尔自治区 塔城地区 托里县,83.118,47.632,88400793,84.3906418,46.1717328,新疆维吾尔自治区,塔城地区,托里县
2793,铁干里克,TIE GAN LI KE,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 尉犁县,86.4555,42.0319,91752817,87.67841305,40.62539376,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
2882,魏家泉,WEI JIA QUAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 昌吉回族自治州 阜康市,86.6039,45.5621,90021060,87.82460189,44.12170384,新疆维吾尔自治区,昌吉回族自治州,阜康市
2905,瓦石峡,WA SHI XIA,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 若羌县,86.1591,40.1002,96849193,87.38642941,38.71223808,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县
2913,五五,WU WU,中国铁路乌鲁木齐局,新疆维吾尔自治区 克拉玛依市 克拉玛依区,83.5564,46.3059,52830327,84.82250964,44.85836336,新疆维吾尔自治区,克拉玛依市,克拉玛依区
2965,新和,XIN HE,中国铁路乌鲁木齐局,新疆维吾尔自治区 阿克苏地区 新和县,81.3239,42.989,34080277,82.62327389,41.5733056,新疆维吾尔自治区,阿克苏地区,新和县
3108,英库勒,YING KU LE,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 尉犁县,85.6879,42.3317,91769505,86.92225029,40.92231568,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
3113,尉犁,YU LI,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 尉犁县,85.0977,42.7669,91786193,86.34084427,41.35333776,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
3130,玉泉镇,YU QUAN ZHEN,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 于田县,79.985,38.2589,96615687,81.3043235,36.88861456,新疆维吾尔自治区,和田地区,于田县
3152,于田,YU TIAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 和田地区 于田县,80.3374,38.1802,96632366,81.65147274,36.81067008,新疆维吾尔自治区,和田地区,于田县
3306,铁门关,TIE MEN GUAN,中国铁路乌鲁木齐局,新疆维吾尔自治区 巴音郭楞蒙古自治州 库尔勒市,84.4487,43.291,34000020,85.70151437,41.8724064,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
22,班猫箐,BAN MAO QING,中国铁路昆明局,云南省 昆明市 宜良县,102.2156,26.1853,15730004,103.2036876,24.93092112,云南省,昆明市,宜良县
37,读书铺,DU SHU PU,中国铁路昆明局,云南省 昆明市 安宁市,101.5615,26.2039,14640782,102.5593337,24.94934256,云南省,昆明市,安宁市
46,广南卫,GUANG NAN WEI,中国铁路昆明局,云南省 昆明市 呈贡区,101.9059,26.1753,15790439,102.8986021,24.92101712,云南省,昆明市,呈贡区
71,金马村,JIN MA CUN,中国铁路昆明局,云南省 昆明市 官渡区,101.8512,26.2764,18760682,102.8447171,25.02114656,云南省,昆明市,官渡区
75,昆明,KUN MING,中国铁路昆明局,云南省 昆明市 官渡区,101.7297,26.2712,14670778,102.7250275,25.01599648,云南省,昆明市,官渡区
76,昆明南,KUN MING NAN,中国铁路昆明局,云南省 昆明市 呈贡区,101.8717,26.1252,9000733,102.8649117,24.87139808,云南省,昆明市,呈贡区
81,乐善村,LE SHAN CUN,中国铁路昆明局,云南省 昆明市 宜良县,102.1645,26.2796,15750164,103.153349,25.02431584,云南省,昆明市,宜良县
89,茂舍祖,MAO SHE ZU,中国铁路昆明局,云南省 昆明市 石林彝族自治县,102.4346,26.1112,15700596,103.4194245,24.85753248,云南省,昆明市,石林彝族自治县
105,七甸,QI DIAN,中国铁路昆明局,云南省 昆明市 呈贡区,101.9921,26.1864,15780037,102.9835177,24.93201056,云南省,昆明市,呈贡区
110,施家嘴,SHI JIA ZUI,中国铁路昆明局,云南省 昆明市 宜良县,102.0021,26.2057,15770135,102.9933687,24.95112528,云南省,昆明市,宜良县
132,西街口,XI JIE KOU,中国铁路昆明局,云南省 昆明市 石林彝族自治县,102.5344,26.0757,15690346,103.5177374,24.82237328,云南省,昆明市,石林彝族自治县
135,小哨,XIAO SHAO,中国铁路昆明局,云南省 昆明市 官渡区,102.0045,26.4239,18750878,102.995733,25.16723056,云南省,昆明市,官渡区
139,永丰营,YONG FENG YING,中国铁路昆明局,云南省 昆明市 宜良县,102.0768,26.2283,15760496,103.0669557,24.97350832,云南省,昆明市,宜良县
141,宜耐,YI NAI,中国铁路昆明局,云南省 昆明市 石林彝族自治县,102.6197,26.095,15680795,103.6017665,24.841488,云南省,昆明市,石林彝族自治县
142,羊堡,YANG PU,中国铁路昆明局,云南省 昆明市 官渡区,101.8163,26.2238,15810325,102.8103371,24.96905152,云南省,昆明市,官渡区
298,楚雄,CHU XIONG,中国铁路昆明局,云南省 楚雄彝族自治州 楚雄市,100.5347,26.3397,90152024,101.547833,25.08383888,云南省,楚雄彝族自治州,楚雄市
359,大理,DA LI,中国铁路昆明局,云南省 大理白族自治州 大理市,99.2232,26.8516,14860074,100.2558743,25.59082464,云南省,大理白族自治州,大理市
434,富宁,FU NING,中国铁路昆明局,云南省 文山壮族苗族自治州 富宁县,104.6361,24.9144,64310379,105.5881221,23.67222176,云南省,文山壮族苗族自治州,富宁县
453,富源,FU YUAN,中国铁路昆明局,云南省 曲靖市 富源县,103.299,26.9447,39440580,104.2709449,25.68303088,云南省,曲靖市,富源县
483,广南县,GUANG NAN XIAN,中国铁路昆明局,云南省 文山壮族苗族自治州 广南县,104.0911,25.2802,64330192,105.0512426,24.03451008,云南省,文山壮族苗族自治州,广南县
491,广通北,GUANG TONG BEI,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.7586,26.4221,14610091,101.7683969,25.16544784,云南省,楚雄彝族自治州,禄丰市
541,红河,HONG HE,中国铁路昆明局,云南省 红河哈尼族彝族自治州 蒙自市,102.3687,24.6898,97649670,103.3545064,23.44977792,云南省,红河哈尼族彝族自治州,蒙自市
552,河口北,HE KOU BEI,中国铁路昆明局,云南省 红河哈尼族彝族自治州 河口瑶族自治县,103.0017,23.7607,38720808,103.9780747,22.52959728,云南省,红河哈尼族彝族自治州,河口瑶族自治县
578,鹤庆,HE QING,中国铁路昆明局,云南省 大理白族自治州 鹤庆县,99.1879,27.8284,14950714,100.2211003,26.55824736,云南省,大理白族自治州,鹤庆县
731,昆阳,KUN YANG,中国铁路昆明局,云南省 昆明市 晋宁区,101.6158,25.9157,38600359,102.6128246,24.66390928,云南省,昆明市,晋宁区
742,临沧,LIN CANG,中国铁路昆明局,云南省 临沧市 临翔区,99.0824,25.1754,92353602,100.1171722,23.93071616,云南省,临沧市,临翔区
784,丽江,LI JIANG,中国铁路昆明局,云南省 丽江市 玉龙纳西族自治县,99.2235,28.0855,14970141,100.2561699,26.8128792,云南省,丽江市,玉龙纳西族自治县
802,罗平,LUO PING,中国铁路昆明局,云南省 曲靖市 罗平县,103.3462,26.163,15600395,104.3174416,24.9088352,云南省,曲靖市,罗平县
873,磨憨,MO HAN,中国铁路昆明局,云南省 西双版纳傣族自治州 勐腊县,100.7125,22.4691,93663453,101.7229838,21.25039664,云南省,西双版纳傣族自治州,勐腊县
879,勐腊,MENG LA,中国铁路昆明局,云南省 西双版纳傣族自治州 勐腊县,100.5798,22.6455,93646767,101.592261,21.4251032,云南省,西双版纳傣族自治州,勐腊县
881,弥勒,MI LE,中国铁路昆明局,云南省 红河哈尼族彝族自治州 弥勒市,102.4267,25.5858,64380517,103.4116422,24.33717632,云南省,红河哈尼族彝族自治州,弥勒市
907,蒙自,MENG ZI,中国铁路昆明局,云南省 红河哈尼族彝族自治州 蒙自市,102.4492,24.6128,38670009,103.4338069,23.37351712,云南省,红河哈尼族彝族自治州,蒙自市
963,普洱,PU ER,中国铁路昆明局,云南省 普洱市 思茅区,99.9233,24.0094,93496593,100.9455428,22.77590976,云南省,普洱市,思茅区
994,普者黑,PU ZHE HEI,中国铁路昆明局,云南省 文山壮族苗族自治州 丘北县,103.2076,25.2139,64350113,104.1809068,23.96884656,云南省,文山壮族苗族自治州,丘北县
1019,曲靖北,QU JING BEI,中国铁路昆明局,云南省 曲靖市 沾益区,102.8054,26.8519,8980615,103.7846995,25.59112176,云南省,曲靖市,沾益区
1022,曲靖,QU JING,中国铁路昆明局,云南省 曲靖市 麒麟区,102.8148,26.7878,18690779,103.7939595,25.52763712,云南省,曲靖市,麒麟区
1099,石林,SHI LIN,中国铁路昆明局,云南省 昆明市 石林彝族自治县,102.3452,26.1177,15710073,103.3313565,24.86397008,云南省,昆明市,石林彝族自治县
1103,石林西,SHI LIN XI,中国铁路昆明局,云南省 昆明市 石林彝族自治县,102.259,25.9073,64390149,103.2464409,24.65558992,云南省,昆明市,石林彝族自治县
1108,嵩明,SONG MING,中国铁路昆明局,云南省 昆明市 嵩明县,102.1528,26.5009,8990141,103.1418233,25.24349136,云南省,昆明市,嵩明县
1193,通海,TONG HAI,中国铁路昆明局,云南省 玉溪市 通海县,101.6758,25.3632,38630069,102.6719306,24.11671328,云南省,玉溪市,通海县
1369,西双版纳,XI SHUANG BAN NA,中国铁路昆明局,云南省 西双版纳傣族自治州 景洪市,99.7515,23.2085,93546651,100.7763027,21.9826984,云南省,西双版纳傣族自治州,景洪市
1377,宣威,XUAN WEI,中国铁路昆明局,云南省 曲靖市 宣威市,103.147,27.4763,18630682,104.1212097,26.20952752,云南省,曲靖市,宣威市
1386,小新街,XIAO XIN JIE,中国铁路昆明局,云南省 昆明市 嵩明县,102.2392,26.5677,18730640,103.2269359,25.30965008,云南省,昆明市,嵩明县
1400,祥云,XIANG YUN,中国铁路昆明局,云南省 大理白族自治州 祥云县,99.5343,26.712,90156786,100.5623389,25.4525648,云南省,大理白族自治州,祥云县
1455,宜良北,YI LIANG BEI,中国铁路昆明局,云南省 昆明市 宜良县,102.205,26.2387,15740286,103.1932455,24.98380848,云南省,昆明市,宜良县
1462,杨林,YANG LIN,中国铁路昆明局,云南省 昆明市 嵩明县,102.0985,26.4944,18740452,103.0883324,25.23705376,云南省,昆明市,嵩明县
1472,元谋西,YUAN MOU XI,中国铁路昆明局,云南省 楚雄彝族自治州 元谋县,100.835,26.9717,90320991,101.8436585,25.70977168,云南省,楚雄彝族自治州,元谋县
1515,玉溪,YU XI,中国铁路昆明局,云南省 玉溪市 红塔区,101.5164,25.5886,38610395,102.5149056,24.33994944,云南省,玉溪市,红塔区
1588,昭通,ZHAO TONG,中国铁路成都局,云南省 昭通市 昭阳区,102.8146,28.6662,39870791,103.7937625,27.38800448,云南省,昭通市,昭阳区
1591,镇雄,ZHEN XIONG,中国铁路成都局,云南省 昭通市 镇雄县,104.1646,28.8805,89832801,105.1236475,27.6002472,云南省,昭通市,镇雄县
1627,阿南庄,A NAN ZHUANG,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.8104,26.703,14450174,101.819425,25.4436512,云南省,楚雄彝族自治州,禄丰市
1677,白沙坡,BAI SHA PO,中国铁路昆明局,云南省 曲靖市 沾益区,102.892,26.9203,39490784,103.8700092,25.65886512,云南省,曲靖市,沾益区
1680,白水镇,BAI SHUI ZHEN,中国铁路昆明局,云南省 曲靖市 沾益区,103.0293,26.9223,39470823,104.0052634,25.66084592,云南省,曲靖市,沾益区
1731,长坡岭,CHANG PO LING,中国铁路昆明局,云南省 曲靖市 师宗县,102.9431,26.0926,15650897,103.9203478,24.83911104,云南省,曲靖市,师宗县
1765,车转湾,CHE ZHUAN WAN,中国铁路昆明局,云南省 曲靖市 富源县,103.1801,26.955,39460474,104.1538165,25.693232,云南省,曲靖市,富源县
1839,大田边,DA TIAN BIAN,中国铁路昆明局,云南省 曲靖市 富源县,103.7555,26.4759,15540635,104.7206431,25.21873136,云南省,曲靖市,富源县
1851,甸心,DIAN XIN,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.7122,26.5756,14480122,101.7226882,25.31747424,云南省,楚雄彝族自治州,禄丰市
1886,峨山,E SHAN,中国铁路昆明局,云南省 玉溪市 峨山彝族自治县,101.3921,25.4361,93396477,102.3924577,24.18891344,云南省,玉溪市,峨山彝族自治县
1932,富源北,FU YUAN BEI,中国铁路昆明局,云南省 曲靖市 富源县,103.2954,26.9764,8970438,104.2673985,25.71442656,云南省,曲靖市,富源县
1961,个旧,GE JIU,中国铁路昆明局,云南省 红河哈尼族彝族自治州 个旧市,102.2265,24.7573,65450585,103.2144252,23.51662992,云南省,红河哈尼族彝族自治州,个旧市
1963,橄榄坝,GAN LAN BA,中国铁路昆明局,云南省 西双版纳傣族自治州 景洪市,99.9285,23.0947,93580023,100.9506654,21.86999088,云南省,西双版纳傣族自治州,景洪市
2010,果珠,GUO ZHU,中国铁路成都局,云南省 昭通市 镇雄县,104.0201,28.9376,100584156,104.9813005,27.65679904,云南省,昭通市,镇雄县
2058,黑井,HEI JING,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.735,26.6081,14470235,101.7451485,25.34966224,云南省,楚雄彝族自治州,禄丰市
2087,化念,HUA NIAN,中国铁路昆明局,云南省 玉溪市 峨山彝族自治县,101.233,25.2891,93413163,102.2357283,24.04332464,云南省,玉溪市,峨山彝族自治县
2197,建水,JIAN SHUI,中国铁路昆明局,云南省 红河哈尼族彝族自治州 建水县,101.8828,24.9007,38650559,102.8758463,23.65865328,云南省,红河哈尼族彝族自治州,建水县
2206,江所田,JIANG SUO TIAN,中国铁路昆明局,云南省 曲靖市 罗平县,103.5117,26.2264,15580484,104.4804757,24.97162656,云南省,曲靖市,罗平县
2256,开远南,KAI YUAN NAN,中国铁路昆明局,云南省 红河哈尼族彝族自治州 开远市,102.3007,24.9225,97632996,103.2875196,23.680244,云南省,红河哈尼族彝族自治州,开远市
2281,禄丰南,LU FENG NAN,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,101.0613,26.3766,14620798,102.0665866,25.12038464,云南省,楚雄彝族自治州,禄丰市
2284,龙骨甸,LONG GU DIAN,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.7701,26.6699,14460307,101.7797255,25.41086896,云南省,楚雄彝族自治州,禄丰市
2286,芦沟,LU GOU,中国铁路昆明局,云南省 曲靖市 罗平县,103.4149,26.2036,15590177,104.385118,24.94904544,云南省,曲靖市,罗平县
2319,陆良,LU LIANG,中国铁路昆明局,云南省 曲靖市 陆良县,102.7196,26.1012,15670682,103.700178,24.84762848,云南省,曲靖市,陆良县
2355,龙塘坝,LONG TANG BA,中国铁路昆明局,云南省 楚雄彝族自治州 禄丰市,100.6922,26.5056,14490301,101.7029862,25.24814624,云南省,楚雄彝族自治州,禄丰市
2408,墨江,MO JIANG,中国铁路昆明局,云南省 普洱市 墨江哈尼族自治县,100.7341,24.6737,93446535,101.7442619,23.43383248,云南省,普洱市,墨江哈尼族自治县
