,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
687,进贤南,JIN XIAN NAN,中国铁路南昌局,江西省 南昌市 进贤县,115.4381,29.6272,22410755,116.2291723,28.33977888,江西省,南昌市,进贤县
749,临川,LIN CHUAN,中国铁路南昌局,江西省 抚州市 临川区,115.4591,29.2461,91650758,116.2498594,27.96233744,江西省,抚州市,临川区
814,庐山,LU SHAN,中国铁路南昌局,江西省 九江市 柴桑区,115.0794,30.899,19930777,115.8758169,29.5993696,江西省,九江市,柴桑区
918,南城,NAN CHENG,中国铁路南昌局,江西省 抚州市 南城县,115.8256,28.8461,37060470,116.6108986,27.56617744,江西省,抚州市,南城县
926,南丰,NAN FENG,中国铁路南昌局,江西省 抚州市 南丰县,115.8117,28.5658,37070293,116.5972057,27.28856832,江西省,抚州市,南丰县
982,萍乡北,PING XIANG BEI,中国铁路南昌局,江西省 萍乡市 上栗县,113.0144,28.9681,22460727,113.8415854,27.68700624,江西省,萍乡市,上栗县
984,萍乡,PING XIANG,中国铁路南昌局,江西省 萍乡市 安源区,113.0079,28.9309,35130332,113.8351823,27.65016336,江西省,萍乡市,安源区
993,彭泽,PENG ZE,中国铁路南昌局,江西省 九江市 彭泽县,115.7515,31.1697,32480559,116.5379027,29.86747088,江西省,九江市,彭泽县
1052,瑞金,RUI JIN,中国铁路南昌局,江西省 赣州市 瑞金市,115.2574,27.1273,30860713,116.0511647,25.86387792,江西省,赣州市,瑞金市
1130,上饶,SHANG RAO,中国铁路南昌局,江西省 上饶市 信州区,117.236,29.7829,22370200,118.0002836,28.49398416,江西省,上饶市,信州区
1196,泰和,TAI HE,中国铁路南昌局,江西省 吉安市 泰和县,114.1344,28.107,20180193,114.9448974,26.8341728,江西省,吉安市,泰和县
1299,婺源,WU YUAN,中国铁路南昌局,江西省 上饶市 婺源县,117.1056,30.5374,22580451,117.8718266,29.24124096,江西省,上饶市,婺源县
1328,兴国,XING GUO,中国铁路南昌局,江西省 赣州市 兴国县,114.5078,27.5995,20230306,115.3127338,26.3315448,江西省,赣州市,兴国县
1373,向塘,XIANG TANG,中国铁路南昌局,江西省 南昌市 南昌县,115.1614,29.7344,20060826,115.9565951,28.44594976,江西省,南昌市,南昌县
1393,新余北,XIN YU BEI,中国铁路南昌局,江西省 新余市 渝水区,114.0796,29.1981,22440758,114.890914,27.91479824,江西省,新余市,渝水区
1401,新余,XIN YU,中国铁路南昌局,江西省 新余市 渝水区,114.1236,29.0951,35040024,114.9342584,27.81278704,江西省,新余市,渝水区
1428,宜春,YI CHUN,中国铁路南昌局,江西省 宜春市 袁州区,113.6127,29.072,22450288,114.4309708,27.7899088,江西省,宜春市,袁州区
1437,于都,YU DU,中国铁路南昌局,江西省 赣州市 于都县,114.6075,27.2417,30840837,115.4109483,25.97717968,江西省,赣州市,于都县
1497,玉山,YU SHAN,中国铁路南昌局,江西省 上饶市 玉山县,117.47,29.9528,34820736,118.230797,28.66225312,江西省,上饶市,玉山县
1502,玉山南,YU SHAN NAN,中国铁路南昌局,江西省 上饶市 玉山县,117.5274,29.9396,22360137,118.2873417,28.64917984,江西省,上饶市,玉山县
1506,鹰潭,YING TAN,中国铁路南昌局,江西省 鹰潭市 月湖区,116.2427,29.5237,34890165,117.0217838,28.23727248,江西省,鹰潭市,月湖区
1508,鹰潭北,YING TAN BEI,中国铁路南昌局,江西省 鹰潭市 贵溪市,116.2538,29.5955,22390563,117.0327184,28.3083832,江西省,鹰潭市,贵溪市
1584,樟树,ZHANG SHU,中国铁路南昌局,江西省 宜春市 樟树市,114.7709,29.3644,34990563,115.5719136,28.07950176,江西省,宜春市,樟树市
1768,德安,DE AN,中国铁路南昌局,江西省 九江市 德安县,114.9631,30.6087,19950545,115.7612498,29.31185648,江西省,九江市,德安县
1780,都昌,DU CHANG,中国铁路南昌局,江西省 九江市 都昌县,115.622,30.7887,90116544,116.4103322,29.49012848,江西省,九江市,都昌县
1846,德兴东,DE XING DONG,中国铁路南昌局,江西省 上饶市 德兴市,117.1879,30.414,90110933,117.9529003,29.1190256,江西省,上饶市,德兴市
1848,德兴,DE XING,中国铁路南昌局,江西省 上饶市 德兴市,117.0883,30.2532,22590810,117.8547843,28.95976928,江西省,上饶市,德兴市
1863,大余,DA YU,中国铁路南昌局,江西省 赣州市 大余县,113.6003,26.6995,5250262,114.4187555,25.4401848,江西省,赣州市,大余县
1890,丰城东,FENG CHENG DONG,中国铁路南昌局,江西省 宜春市 丰城市,115.0085,29.4536,89514591,115.8059734,28.16784544,江西省,宜春市,丰城市
1893,丰城,FENG CHENG,中国铁路南昌局,江西省 宜春市 丰城市,114.9872,29.4709,34970381,115.7849907,28.18497936,江西省,宜春市,丰城市
1895,丰城南,FENG CHENG NAN,中国铁路南昌局,江西省 宜春市 丰城市,114.9574,29.3557,20090788,115.7556347,28.07088528,江西省,宜春市,丰城市
1934,抚州北,FU ZHOU BEI,中国铁路南昌局,江西省 抚州市 临川区,115.4959,29.2936,37030283,116.2861111,28.00938144,江西省,抚州市,临川区
1935,抚州东,FU ZHOU DONG,中国铁路南昌局,江西省 抚州市 东乡区,115.8263,29.5505,22400424,116.6115881,28.2638152,江西省,抚州市,东乡区
2001,赣县北,GAN XIAN BEI,中国铁路南昌局,江西省 赣州市 赣县区,114.3419,27.2727,89588840,115.1493057,26.00788208,江西省,赣州市,赣县区
2002,贵溪,GUI XI,中国铁路广州局,江西省 鹰潭市 贵溪市,116.4323,29.5798,33190219,117.2085587,28.29283392,江西省,鹰潭市,贵溪市
2032,会昌北,HUI CHANG BEI,中国铁路南昌局,江西省 赣州市 会昌县,114.9821,27.0907,30850378,115.7799667,25.82762928,江西省,赣州市,会昌县
2046,横峰,HENG FENG,中国铁路南昌局,江西省 上饶市 横峰县,116.8261,29.7044,34860650,117.5964911,28.41623776,江西省,上饶市,横峰县
2065,湖口,HU KOU,中国铁路南昌局,江西省 九江市 湖口县,115.4891,31.0313,32500635,116.2794124,29.73039952,江西省,九江市,湖口县
2208,吉水西,JI SHUI XI,中国铁路南昌局,江西省 吉安市 吉水县,114.2762,28.5576,89535805,115.0845846,27.28044704,江西省,吉安市,吉水县
2214,进贤北,JIN XIAN BEI,中国铁路南昌局,江西省 南昌市 进贤县,115.5646,29.9713,100334091,116.3537875,28.68057552,江西省,南昌市,进贤县
2325,龙南,LONG NAN,中国铁路南昌局,江西省 赣州市 龙南市,114.0613,26.1755,20360526,114.8728866,24.9212152,江西省,赣州市,龙南市
2326,龙南东,LONG NAN DONG,中国铁路南昌局,江西省 赣州市 龙南市,114.0521,26.1603,94430738,114.8638237,24.90616112,江西省,赣州市,龙南市
2327,乐平北,LE PING BEI,中国铁路南昌局,江西省 景德镇市 乐平市,116.2571,30.4546,100384104,117.0359692,29.15923584,江西省,景德镇市,乐平市
2331,乐平市,LE PING SHI,中国铁路南昌局,江西省 景德镇市 乐平市,116.3299,30.2619,33090417,117.1076845,28.96838576,江西省,景德镇市,乐平市
2346,龙市,LONG SHI,中国铁路南昌局,江西省 吉安市 井冈山市,113.1368,27.9941,37240502,113.9621617,26.72235664,江西省,吉安市,井冈山市
2364,芦溪,LU XI,中国铁路南昌局,江西省 萍乡市 芦溪县,113.2225,28.9352,35100910,114.0465848,27.65442208,江西省,萍乡市,芦溪县
2447,宁都,NING DU,中国铁路南昌局,江西省 赣州市 宁都县,115.1744,27.6702,93146187,115.9694014,26.40156608,江西省,赣州市,宁都县
2528,鄱阳,PO YANG,中国铁路南昌局,江西省 上饶市 鄱阳县,116.0124,30.2755,100367433,116.7949152,28.9818552,江西省,上饶市,鄱阳县
2530,鄱阳北,PO YANG BEI,中国铁路南昌局,江西省 上饶市 鄱阳县,116.1077,30.6324,90114326,116.8887953,29.33532896,江西省,上饶市,鄱阳县
2614,瑞昌,RUI CHANG,中国铁路南昌局,江西省 九江市 瑞昌市,114.8664,30.991,43470543,115.6659906,29.6904864,江西省,九江市,瑞昌市
2615,瑞昌西,RUI CHANGE XI,中国铁路南昌局,江西省 九江市 瑞昌市,114.8278,30.9617,90077139,115.6279658,29.66146768,江西省,九江市,瑞昌市
2632,石城东,SHI CHENG DONG,中国铁路南昌局,江西省 赣州市 石城县,115.5554,27.566,93171216,116.3447245,26.2983664,江西省,赣州市,石城县
2849,万安县,WAN AN XIAN,中国铁路南昌局,江西省 吉安市 万安县,114.0267,27.7976,89567626,114.8388022,26.52774304,江西省,吉安市,万安县
2867,五府山,WU FU SHAN,中国铁路南昌局,江西省 上饶市 广信区,117.2761,29.5167,22600449,118.0397861,28.23033968,江西省,上饶市,广信区
2895,万年,WAN NIAN,中国铁路南昌局,江西省 上饶市 万年县,116.296,29.9792,33130151,117.0742896,28.68839968,江西省,上饶市,万年县
2954,信丰,XIN FENG,中国铁路南昌局,江西省 赣州市 信丰县,114.0912,26.6574,20320050,114.9023411,25.39848896,江西省,赣州市,信丰县
2956,信丰西,XIN FENG XI,中国铁路南昌局,江西省 赣州市 信丰县,114.0836,26.6101,94414059,114.8948544,25.35164304,江西省,赣州市,信丰县
2957,新干,XIN GAN,中国铁路南昌局,江西省 吉安市 新干县,114.5872,29.0162,20120177,115.3909507,27.73464448,江西省,吉安市,新干县
2959,新干东,XIN GAN DONG,中国铁路南昌局,江西省 吉安市 新干县,114.6182,29.0272,89525198,115.4214888,27.74553888,江西省,吉安市,新干县
2960,兴国西,XING GUO XI,中国铁路南昌局,江西省 赣州市 兴国县,114.4686,27.5823,89578233,115.2741179,26.31450992,江西省,赣州市,兴国县
2978,峡江,XIA JIANG,中国铁路南昌局,江西省 吉安市 峡江县,114.5259,28.8808,20130127,115.3305641,27.60054432,江西省,吉安市,峡江县
3080,于都北,YU DU BEI,中国铁路南昌局,江西省 赣州市 于都县,114.7876,27.5272,93129501,115.5883648,26.25993888,江西省,赣州市,于都县
3089,余干,YU GAN,中国铁路南昌局,江西省 上饶市 余干县,115.8587,30.0643,100350762,116.6435054,28.77268272,江西省,上饶市,余干县
3103,余江,YU JIANG,中国铁路南昌局,江西省 鹰潭市 余江区,116.0307,29.5045,34900154,116.8129426,28.2182568,江西省,鹰潭市,余江区
3166,永修,YONG XIU,中国铁路南昌局,江西省 九江市 永修县,115.0136,30.3163,19980078,115.8109974,29.02226352,江西省,九江市,永修县
3172,弋阳,YI YANG,中国铁路南昌局,江西省 上饶市 弋阳县,116.6657,29.7021,22380406,117.4384811,28.41395984,江西省,上饶市,弋阳县
3233,樟树东,ZHANG SHU DONG,中国铁路南昌局,江西省 宜春市 樟树市,114.7923,29.2498,20100104,115.5929947,27.96600192,江西省,宜春市,樟树市
3242,资溪,ZI XI,中国铁路南昌局,江西省 抚州市 资溪县,116.2945,29.005,31090227,117.072812,27.723552,江西省,抚州市,资溪县
19,万象,WAN XIANG,中国铁路昆明局,老挝 万象市 塞塔尼县,102.690676,18.04667,94013763,103.6716849,16.87042197,老挝,万象市,塞塔尼县
865,磨丁,MO DING,中国铁路昆明局,老挝,100.6648,22.3693,93713499,101.6759945,21.15155472,老挝,,
2259,琅勃拉邦,LANG BO LA BANG,中国铁路昆明局,老挝,101.2156,21.0684,93846955,102.2185876,19.86314336,老挝,,
2426,孟赛,MENG SAI,中国铁路昆明局,老挝,100.9671,21.8904,93780227,101.9737902,20.67725216,老挝,,
2900,万荣,WAN RONG,中国铁路昆明局,老挝,101.4619,20.145,93930365,102.4612177,18.948608,老挝,,
45,孤家子,GU JIA ZI,中国铁路沈阳局,辽宁省 沈阳市 浑南区,122.7988,43.1473,60280594,123.4801979,41.73008592,辽宁省,沈阳市,浑南区
63,皇姑屯,HUANG GU TUN,中国铁路沈阳局,辽宁省 沈阳市 皇姑区,122.7036,43.2276,24560609,123.3864164,41.80961504,辽宁省,沈阳市,皇姑区
82,林盛堡,LIN SHENG PU,中国铁路沈阳局,辽宁省 沈阳市 苏家屯区,122.6713,42.9898,24190232,123.3545976,41.57409792,辽宁省,沈阳市,苏家屯区
111,沈阳,SHEN YANG,中国铁路沈阳局,辽宁省 沈阳市 铁西区,112.7019,43.2082,24150034,113.5337417,41.79040128,辽宁省,沈阳市,铁西区
112,沈阳北,SHEN YANG BEI,中国铁路沈阳局,辽宁省 沈阳市 皇姑区,122.7447,43.2329,12120262,123.426904,41.81486416,辽宁省,沈阳市,皇姑区
113,沈阳东,SHEN YANG DONG,中国铁路沈阳局,辽宁省 沈阳市 大东区,122.8118,43.2368,50910484,123.4930042,41.81872672,辽宁省,沈阳市,大东区
114,沈阳南,SHEN YANG NAN,中国铁路沈阳局,辽宁省 沈阳市 浑南区,122.7145,43.0802,42980205,123.397154,41.66363008,辽宁省,沈阳市,浑南区
116,沈阳西,SHEN YANG XI,中国铁路沈阳局,辽宁省 沈阳市 于洪区,122.5415,43.3335,90898028,123.2267317,41.9144984,辽宁省,沈阳市,于洪区
143,榆树台,YU SHU TAI,中国铁路沈阳局,辽宁省 沈阳市 浑南区,122.7327,43.13,60260779,123.4150828,41.712952,辽宁省,沈阳市,浑南区
171,安平,AN PING,中国铁路沈阳局,辽宁省 辽阳市 弓长岭区,122.7388,42.5755,61640062,123.4210919,41.1637752,辽宁省,辽阳市,弓长岭区
175,鞍山,AN SHAN,中国铁路沈阳局,辽宁省 鞍山市 铁东区,122.2878,42.5181,24250209,122.9768118,41.10692624,辽宁省,鞍山市,铁东区
177,鞍山西,AN SHAN XI,中国铁路沈阳局,辽宁省 鞍山市 铁西区,122.2176,42.5259,42970109,122.9076578,41.11465136,辽宁省,鞍山市,铁西区
216,北票,BEI PIAO,中国铁路沈阳局,辽宁省 朝阳市 北票市,120.0592,43.1822,90849749,120.7814179,41.76465088,辽宁省,朝阳市,北票市
225,本溪,BEN XI,中国铁路沈阳局,辽宁省 本溪市 平山区,123.0719,42.7041,5640186,123.7492287,41.29114064,辽宁省,本溪市,平山区
236,鲅鱼圈,BA YU QUAN,中国铁路沈阳局,辽宁省 营口市 鲅鱼圈区,121.3857,41.5865,42930633,122.0881531,40.1842696,辽宁省,营口市,鲅鱼圈区
291,昌图,CHANG TU,中国铁路沈阳局,辽宁省 铁岭市 昌图县,123.4366,44.2014,24680083,124.1084947,42.77406656,辽宁省,铁岭市,昌图县
292,昌图西,CHANG TU XI,中国铁路沈阳局,辽宁省 铁岭市 昌图县,123.3847,44.201,12150495,124.057368,42.7736704,辽宁省,铁岭市,昌图县
302,陈相屯,CHEN XIANG TUN,中国铁路沈阳局,辽宁省 沈阳市 苏家屯区,122.8429,42.9766,5570787,123.5236408,41.56102464,辽宁省,沈阳市,苏家屯区
328,丹东,DAN DONG,中国铁路沈阳局,辽宁省 丹东市 振兴区,123.7113,41.522,5870260,124.3791016,40.1203888,辽宁省,丹东市,振兴区
335,东港北,DONG GANG BEI,中国铁路沈阳局,辽宁省 丹东市 东港市,123.4507,41.3069,50780813,124.1223846,39.90735376,辽宁省,丹东市,东港市
338,大孤山,DA GU SHAN,中国铁路沈阳局,辽宁省 丹东市 东港市,122.8987,41.332,50800714,123.5786094,39.9322128,辽宁省,丹东市,东港市
341,大红旗,DA HONG QI,中国铁路沈阳局,辽宁省 沈阳市 新民市,121.9129,43.2888,30090543,122.6074978,41.87022752,辽宁省,沈阳市,新民市
342,大虎山,DA HU SHAN,中国铁路沈阳局,辽宁省 锦州市 黑山县,121.4406,43.0244,30130491,122.1422351,41.60836576,辽宁省,锦州市,黑山县
355,大连北,DA LIAN BEI,中国铁路沈阳局,辽宁省 大连市 甘井子区,120.8913,40.4052,24510759,121.6011196,39.01431008,辽宁省,大连市,甘井子区
360,大连,DA LIAN,中国铁路沈阳局,辽宁省 大连市 中山区,120.9171,40.3101,24550561,121.6265352,38.92012304,辽宁省,大连市,中山区
374,大石桥,DA SHI QIAO,中国铁路沈阳局,辽宁省 营口市 大石桥市,121.8025,42.0491,24330616,122.4987428,40.64242864,辽宁省,营口市,大石桥市
422,凤凰城,FENG HUANG CHENG,中国铁路沈阳局,辽宁省 丹东市 凤城市,123.3766,41.8512,5810725,124.0493887,40.44642848,辽宁省,丹东市,凤城市
438,抚顺北,FU SHUN BEI,中国铁路沈阳局,辽宁省 抚顺市 顺城区,123.235,43.3036,50950508,123.9098985,41.88488544,辽宁省,抚顺市,顺城区
445,阜新,FU XIN,中国铁路沈阳局,辽宁省 阜新市 细河区,120.9436,43.4744,90869057,121.6526404,42.05404576,辽宁省,阜新市,细河区
447,阜新南,FU XIN NAN,中国铁路沈阳局,辽宁省 阜新市 海州区,120.922,43.4029,57820506,121.6313622,41.98323216,辽宁省,阜新市,海州区
474,高花,GAO HUA,中国铁路沈阳局,辽宁省 沈阳市 铁西区,122.3419,43.1043,464469030,123.0301057,41.68749872,辽宁省,沈阳市,铁西区
508,盖州西,GAI ZHOU XI,中国铁路沈阳局,辽宁省 营口市 盖州市,121.5683,41.8054,42940813,122.2680323,40.40106816,辽宁省,营口市,盖州市
522,海城,HAI CHENG,中国铁路沈阳局,辽宁省 鞍山市 海城市,122.0426,42.2688,24290150,122.7352653,40.86001952,辽宁省,鞍山市,海城市
526,海城西,HAI CHENG XI,中国铁路沈阳局,辽宁省 鞍山市 海城市,121.9586,42.3204,42960524,122.6525169,40.91112416,辽宁省,鞍山市,海城市
557,葫芦岛北,HU LU DAO BEI,中国铁路沈阳局,辽宁省 葫芦岛市 连山区,120.0338,42.1478,12070899,120.7563964,40.74018112,辽宁省,葫芦岛市,连山区
558,葫芦岛,HU LU DAO,中国铁路沈阳局,辽宁省 葫芦岛市 连山区,120.1415,42.1582,30270386,120.8624917,40.75048128,辽宁省,葫芦岛市,连山区
561,寒岭,HAN LING,中国铁路沈阳局,辽宁省 辽阳市 辽阳县,122.8702,42.5894,61660384,123.550534,41.17754176,辽宁省,辽阳市,辽阳县
640,近海,JIN HAI,中国铁路沈阳局,辽宁省 沈阳市 辽中区,122.1497,42.8948,570034464,122.8407695,41.48000992,辽宁省,沈阳市,辽中区
665,建平,JIAN PING,中国铁路沈阳局,辽宁省 朝阳市 建平县,118.8132,42.7898,90626597,119.5539833,41.37601792,辽宁省,朝阳市,建平县
699,锦州北,JIN ZHOU BEI,中国铁路沈阳局,辽宁省 锦州市 古塔区,120.4025,42.5889,93096129,121.1196028,41.17704656,辽宁省,锦州市,古塔区
703,锦州,JIN ZHOU,中国铁路沈阳局,辽宁省 锦州市 古塔区,120.4166,42.5324,30220614,121.1334927,41.12108896,辽宁省,锦州市,古塔区
704,金州,JIN ZHOU,中国铁路沈阳局,辽宁省 大连市 金州区,121.0133,40.4765,24500865,121.7213018,39.0849256,辽宁省,大连市,金州区
707,锦州南,JIN ZHOU NAN,中国铁路沈阳局,辽宁省 锦州市 凌海市,120.4021,42.4225,12080834,121.1192087,41.012244,辽宁省,锦州市,凌海市
732,开原,KAI YUAN,中国铁路沈阳局,辽宁省 铁岭市 开原市,123.3494,43.9671,24660275,124.0225939,42.54201584,辽宁省,铁岭市,开原市
